Label Value,Code,Description
"German, Old High (ca.750-1050)",goh,
Germanic languages,gem,
Gilbertese,gil,
Gondi,gon,
Gorontalo,gor,
Gothic,got,
Grebo,grb,
"Greek, Ancient (to 1453)",grc,
"Greek, Modern (1453-)",gre,
Guarani,grn,
Gujarati,guj,
Gwich'in,gwi,
Haida,hai,
Haitian; Haitian Creole,hat,
Hausa,hau,
Hawaiian,haw,
Hebrew,heb,
Herero,her,
Hiligaynon,hil,
Himachali languages; Western Pahari languages,him,
Hindi,hin,
Hiri Motu,hmo,
Hittite,hit,
Hmong; Mong,hmn,
Hungarian,hun,
Hupa,hup,
Iban,iba,
Icelandic,ice,
Ido,ido,
Igbo,ibo,
Ijo languages,ijo,
Iloko,ilo,
Inari Sami,smn,
Indic languages,inc,
Indo-European languages,ine,
Indonesian,ind,
Ingush,inh,
Interlingua (International Auxiliary Language Association),ina,
Interlingue; Occidental,ile,
Inuktitut,iku,
Inupiaq,ipk,
Iranian languages,ira,
Irish,gle,
"Irish, Middle (900-1200)",mga,
"Irish, Old (to 900)",sga,
Iroquoian languages,iro,
Italian,ita,
Japanese,jpn,
Javanese,jav,
Judeo-Arabic,jrb,
Judeo-Persian,jpr,
Kabardian,kbd,
Kabyle,kab,
Kachin; Jingpho,kac,
Kalaallisut; Greenlandic,kal,
Kalmyk; Oirat,xal,
Kamba,kam,
Kannada,kan,
Kanuri,kau,
Karachay-Balkar,krc,
Kara-Kalpak,kaa,
Karelian,krl,
Karen languages,kar,
Kashmiri,kas,
Kashubian,csb,
Kawi,kaw,
Kazakh,kaz,
Khasi,kha,
Khoisan languages,khi,
Khotanese; Sakan,kho,
Kikuyu; Gikuyu,kik,
Kimbundu,kmb,
Kinyarwanda,kin,
Kirghiz; Kyrgyz,kir,
Klingon; tlhIngan-Hol,tlh,
Komi,kom,
Kongo,kon,
Konkani,kok,
Korean,kor,
Kosraean,kos,
Kpelle,kpe,
Kru languages,kro,
Kuanyama; Kwanyama,kua,
Kumyk,kum,
Kurdish,kur,
Kurukh,kru,
Kutenai,kut,
Ladino,lad,
Lahnda,lah,
Lamba,lam,
Land Dayak languages,day,
Lao,lao,
Latin,lat,
Latvian,lav,
Lezghian,lez,
Limburgan; Limburger; Limburgish,lim,
Lingala,lin,
Lithuanian,lit,
Lojban,jbo,
"Low German; Low Saxon; German, Low; Saxon, Low",nds,
Lower Sorbian,dsb,
Lozi,loz,
Luba-Katanga,lub,
Luba-Lulua,lua,
Luiseno,lui,
Lule Sami,smj,
Lunda,lun,
Luo (Kenya and Tanzania),luo,
Lushai,lus,
Luxembourgish; Letzeburgesch,ltz,
Macedonian,mac,
Madurese,mad,
Magahi,mag,
Maithili,mai,
Makasar,mak,
Malagasy,mlg,
Malay,may,
Malayalam,mal,
Maltese,mlt,
Manchu,mnc,
Mandar,mdr,
Mandingo,man,
Manipuri,mni,
Manobo languages,mno,
Manx,glv,
MÄori,mao,
Mapudungun; Mapuche,arn,
Marathi,mar,
Mari,chm,
Marshallese,mah,
Marwari,mwr,
Masai,mas,
Mayan languages,myn,
Mende,men,
Mi'kmaq; Micmac,mic,
Minangkabau,min,
Mirandese,mwl,
Mohawk,moh,
Moksha,mdf,
Mongo,lol,
Mongolian,mon,
Mon-Khmer languages,mkh,
Montenegrin,cnr,
Mossi,mos,
Multiple languages,mul,
Munda languages,mun,
Nahuatl languages,nah,
Nauru,nau,
Navajo; Navaho,nav,
"Ndebele, North; North Ndebele",nde,
"Ndebele, South; South Ndebele",nbl,
Ndonga,ndo,
Neapolitan,nap,
Nepal Bhasa; Newari,new,
Nepali,nep,
Nias,nia,
Niger-Kordofanian languages,nic,
Nilo-Saharan languages,ssa,
Niuean,niu,
N'Ko,nqo,
No linguistic content; Not applicable,zxx,
Nogai,nog,
"Norse, Old",non,
North American Indian languages,nai,
Northern Frisian,frr,
Northern Sami,sme,
Norwegian,nor,
"Norwegian Nynorsk; Nynorsk, Norwegian",nno,
Nubian languages,nub,
Nyamwezi,nym,
Nyankole,nyn,
Nyoro,nyo,
Nzima,nzi,
Occitan (post 1500); ProvenÃ§al,oci,
Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),arc,
Ojibwa,oji,
Oriya,ori,
Oromo,orm,
Osage,osa,
Ossetian; Ossetic,oss,
Otomian languages,oto,
Pahlavi,pal,
Palauan,pau,
Pali,pli,
Pampanga; Kapampangan,pam,
Pangasinan,pag,
Panjabi; Punjabi,pan,
Papiamento,pap,
Papuan languages,paa,
Pedi; Sepedi; Northern Sotho,nso,
Persian,per,
"Persian, Old (ca.600-400 B.C.)",peo,
Philippine languages,phi,
Phoenician,phn,
Pohnpeian,pon,
Polish,pol,
Portuguese,por,
Prakrit languages,pra,
"ProvenÃ§al, Old (to 1500)",pro,
Pushto; Pashto,pus,
Quechua,que,
Rajasthani,raj,
Rapanui,rap,
Rarotongan; Cook Islands MÄori,rar,
Reserved for local use,qaa-qtz,
Romance languages,roa,
Romanian; Moldavian; Moldovan,rum,
Romansh,roh,
Romany,rom,
Rundi,run,
Russian,rus,
Salishan languages,sal,
Samaritan Aramaic,sam,
Sami languages,smi,
Samoan,smo,
Sandawe,sad,
Sango,sag,
Sanskrit,san,
Santali,sat,
Sardinian,srd,
Sasak,sas,
Scots,sco,
Selkup,sel,
Semitic languages,sem,
Serbian,srp,
Serer,srr,
Shan,shn,
Shona,sna,
Sichuan Yi; Nuosu,iii,
Sicilian,scn,
Sidamo,sid,
Sign Languages,sgn,
Siksika,bla,
Sindhi,snd,
Sinhala; Sinhalese,sin,
Sino-Tibetan languages,sit,
Siouan languages,sio,
Skolt Sami,sms,
Slave (Athapascan),den,
Slavic languages,sla,
Slovak,slo,
Slovenian,slv,
Sogdian,sog,
Somali,som,
Songhai languages,son,
Soninke,snk,
Sorbian languages,wen,
"Sotho, Southern",sot,
South American Indian (Other),sai,
Southern Altai,alt,
Southern Sami,sma,
Spanish; Castilian,spa,
Sranan Tongo,srn,
Standard Moroccan Tamazight,zgh,
Sukuma,suk,
Sumerian,sux,
Sundanese,sun,
Susu,sus,
Swahili,swa,
Swati,ssw,
Swedish,swe,
Swiss German; Alemannic; Alsatian,gsw,
Syriac,syr,
Tagalog,tgl,
Tahitian,tah,
Tai languages,tai,
Tajik,tgk,
Tamashek,tmh,
Tamil,tam,
Tatar,tat,
Telugu,tel,
Tereno,ter,
Tetum,tet,
Thai,tha,
Tibetan,tib,
Tigre,tig,
Tigrinya,tir,
Timne,tem,
Tiv,tiv,
Tlingit,tli,
Tok Pisin,tpi,
Tokelau,tkl,
Tonga (Nyasa),tog,
Tonga (Tonga Islands),ton,
Tsimshian,tsi,
Tsonga,tso,
Tswana,tsn,
Tumbuka,tum,
Tupi languages,tup,
Turkish,tur,
"Turkish, Ottoman (1500-1928)",ota,
Turkmen,tuk,
Tuvalu,tvl,
Tuvinian,tyv,
Twi,twi,
Udmurt,udm,
Ugaritic,uga,
Uighur; Uyghur,uig,
Ukrainian,ukr,
Umbundu,umb,
Uncoded languages,mis,
Undetermined,und,
Upper Sorbian,hsb,
Urdu,urd,
Uzbek,uzb,
Vai,vai,
Venda,ven,
Vietnamese,vie,
VolapÃ¼k,vol,
Votic,vot,
Wakashan languages,wak,
Walamo,wal,
Walloon,wln,
Waray,war,
Washo,was,
Welsh,wel,
Western Frisian,fry,
Wolof,wol,
Xhosa,xho,
Yakut,sah,
Yao,yao,
Yapese,yap,
Yiddish,yid,
Yoruba,yor,
Yupik languages,ypk,
Zande languages,znd,
Zapotec,zap,
Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki,zza,
Zenaga,zen,
Zhuang; Chuang,zha,
Zulu,zul,
Zuni,zun,
